Ticker Pair,Industry,Correlation,Avg P-Value,Tests Run,,LBTYA/LBTYB,Telecom Services,0.9916,0.00086,624,,Telecom Services
CMU/NAN,Asset Management,0.9683,0.24242,624,,,,,,,,
MBWM/PEBK,Banks - Regional,0.9436,0.24243,624,,,,,,,,
CAC/CBSH,Banks - Regional,0.9675,0.24243,624,,,,,,,,
MHD/PMF,Asset Management,0.9675,0.24245,624,,,,,,,,
CADE/CASH,Banks - Regional,0.8841,0.24249,624,,,,,,,,
GCBC/SFBC,Banks - Regional,0.8833,0.24249,624,,,,,,,,
CZNC/WASH,Banks - Regional,0.92,0.24249,624,,,,,,,,
CIVB/FISI,Banks - Regional,0.9227,0.24251,624,,,,,,,,
FAD/PYT,Unknown,0.9586,0.24253,624,,,,,,,,
BANFP/SHV,Unknown,0.8592,0.24255,624,,,,,,,,
CBFV/OSBC,Banks - Regional,0.9158,0.24257,624,,,,,,,,
DJCO/PTC,Software - Application,0.9065,0.24258,624,,,,,,,,
MOFG/PFS,Banks - Regional,0.9329,0.24259,624,,,,,,,,
PFO/PMM,Asset Management,0.9789,0.2426,624,,,,,,,,
BSRR/UBFO,Banks - Regional,0.9583,0.24263,624,,,,,,,,
AFB/NCA,Asset Management,0.9608,0.24264,624,,,,,,,,
IGI/MUC,Asset Management,0.9558,0.24266,624,,,,,,,,
GJO/GJT,Unknown,0.9826,0.24268,624,,,,,,,,
CADE/CBAN,Banks - Regional,0.9185,0.24268,624,,,,,,,,
WABC/WAL,Banks - Regional,0.8257,0.24271,624,,,,,,,,
NMI/NVG,Asset Management,0.9428,0.24274,624,,,,,,,,
BOH/FCCO,Banks - Regional,0.9155,0.24275,624,,,,,,,,
FCF/PFBC,Banks - Regional,0.9811,0.24277,624,,,,,,,,
OVLY/PNC,Banks - Regional,0.8937,0.24277,624,,,,,,,,
CZNC/NEWT,Banks - Regional,0.8868,0.2428,624,,,,,,,,
ASRV/KRNY,Banks - Regional,0.8531,0.24284,624,,,,,,,,
GJP/SHV,Unknown,0.9338,0.24287,624,,,,,,,,
NOM/VMO,Asset Management,0.8477,0.24288,624,,,,,,,,
CAC/FXNC,Banks - Regional,0.9072,0.24289,624,,,,,,,,
MVF/VKQ,Asset Management,0.9674,0.24292,624,,,,,,,,
NEWT/WTBA,Banks - Regional,0.9098,0.24293,624,,,,,,,,
ESSA/HIFS,Banks - Regional,0.8636,0.24293,624,,,,,,,,
CADE/HBNC,Banks - Regional,0.9192,0.24296,624,,,,,,,,
EFSC/MGYR,Banks - Regional,0.9531,0.24297,624,,,,,,,,
CCNE/FXNC,Banks - Regional,0.8577,0.24297,624,,,,,,,,
ASB/DCOM,Banks - Regional,0.9061,0.24298,624,,,,,,,,
ASRV/ATLO,Banks - Regional,0.8939,0.243,624,,,,,,,,
HTBK/UNB,Banks - Regional,0.9114,0.243,624,,,,,,,,
COFS/EBTC,Banks - Regional,0.8587,0.24301,624,,,,,,,,
ASB/FSFG,Banks - Regional,0.896,0.24301,624,,,,,,,,
BOKF/ZION,Banks - Regional,0.9324,0.24301,624,,,,,,,,
PB/SHBI,Banks - Regional,0.8484,0.24305,624,,,,,,,,
JMM/PCN,Asset Management,0.9747,0.24305,624,,,,,,,,
CZNC/HBCP,Banks - Regional,0.9268,0.24306,624,,,,,,,,
NKSH/WNEB,Banks - Regional,0.8655,0.24308,624,,,,,,,,
BLW/JMM,Asset Management,0.9503,0.24308,624,,,,,,,,
OCFC/UVSP,Banks - Regional,0.8898,0.24309,624,,,,,,,,
EMD/VBF,Asset Management,0.8937,0.24309,624,,,,,,,,
EOT/NKX,Asset Management,0.9663,0.2431,624,,,,,,,,
BRKL/CZNC,Banks - Regional,0.9006,0.24311,624,,,,,,,,
PFBC/SFBC,Banks - Regional,0.9752,0.24312,624,,,,,,,,
UBFO/VABK,Banks - Regional,0.9623,0.24312,624,,,,,,,,
NMT/VCV,Asset Management,0.9661,0.24312,624,,,,,,,,
COLB/WASH,Banks - Regional,0.9475,0.24313,624,,,,,,,,
EOT/RFI,Asset Management,0.8722,0.24314,624,,,,,,,,
MVT/PMO,Asset Management,0.9069,0.24314,624,,,,,,,,
COLB/MPB,Banks - Regional,0.8614,0.24316,624,,,,,,,,
PB/SFST,Banks - Regional,0.88,0.24316,624,,,,,,,,
BPOPM/PUI,Unknown,0.9731,0.24318,624,,,,,,,,
ESSA/FSFG,Banks - Regional,0.8876,0.24323,624,,,,,,,,
DTF/VBF,Asset Management,0.88,0.24324,624,,,,,,,,
LSBK/ONB,Banks - Regional,0.8704,0.24327,624,,,,,,,,
NAN/VBF,Asset Management,0.9636,0.24327,624,,,,,,,,
CAC/IBCP,Banks - Regional,0.9031,0.24328,624,,,,,,,,
MBB/TVE,Unknown,0.9654,0.24328,624,,,,,,,,
MMU/PCK,Asset Management,0.909,0.24331,624,,,,,,,,
CHMG/FCCO,Banks - Regional,0.9444,0.24332,624,,,,,,,,
DCOM/MBWM,Banks - Regional,0.8141,0.2434,624,,,,,,,,
BHLB/OCFC,Banks - Regional,0.8881,0.24342,624,,,,,,,,
BOKF/HBNC,Banks - Regional,0.9069,0.24343,624,,,,,,,,
EOT/MYI,Asset Management,0.966,0.24345,624,,,,,,,,
CHMG/SRCE,Banks - Regional,0.9623,0.24345,624,,,,,,,,
DCOM/ISBA,Banks - Regional,0.8567,0.24346,624,,,,,,,,
HWBK/UNTY,Banks - Regional,0.9571,0.24347,624,,,,,,,,
BOTJ/CWBC,Banks - Regional,0.9448,0.24347,624,,,,,,,,
CZWI/FFBC,Banks - Regional,0.9473,0.24347,624,,,,,,,,
BCAL/PLBC,Banks - Regional,0.8977,0.24349,624,,,,,,,,
MPB/SMBK,Banks - Regional,0.9592,0.2435,624,,,,,,,,
HWBK/MNSB,Banks - Regional,0.8789,0.24351,624,,,,,,,,
MGF/NMT,Asset Management,0.9465,0.24351,624,,,,,,,,
CWBC/PKBK,Banks - Regional,0.9538,0.24351,624,,,,,,,,
PFF/PYT,Unknown,0.9724,0.24351,624,,,,,,,,
HBAN/NRIM,Banks - Regional,0.8836,0.24352,624,,,,,,,,
CXE/PAI,Asset Management,0.9526,0.24353,624,,,,,,,,
LEN/NVR,Residential Construction,0.9724,0.24354,624,,,,,,,,
ASRV/EBTC,Banks - Regional,0.8135,0.24357,624,,,,,,,,
ATLO/LCNB,Banks - Regional,0.8736,0.24358,624,,,,,,,,
IIM/SBI,Asset Management,0.975,0.2436,624,,,,,,,,
SBSI/UVSP,Banks - Regional,0.9218,0.24361,624,,,,,,,,
IGI/MPA,Asset Management,0.9643,0.24363,624,,,,,,,,
KTF/VCV,Asset Management,0.949,0.24364,624,,,,,,,,
LGI/NFJ,Asset Management,0.9828,0.24365,624,,,,,,,,
HBCP/HFBL,Banks - Regional,0.8623,0.24366,624,,,,,,,,
CATY/CIVB,Banks - Regional,0.9314,0.24366,624,,,,,,,,
BANFP/IUSV,Unknown,0.9626,0.24368,624,,,,,,,,
BANC/LARK,Banks - Regional,0.8328,0.24371,624,,,,,,,,
CCBG/FRAF,Banks - Regional,0.9245,0.24373,624,,,,,,,,
FCCO/HFWA,Banks - Regional,0.9264,0.24373,624,,,,,,,,
EOT/MGF,Asset Management,0.9019,0.24374,624,,,,,,,,
LARK/PNFP,Banks - Regional,0.9072,0.24376,624,,,,,,,,
CBFV/GCBC,Banks - Regional,0.8028,0.24376,624,,,,,,,,
BNY/NAZ,Asset Management,0.9484,0.24379,624,,,,,,,,
EVG/VLT,Asset Management,0.9782,0.24381,624,,,,,,,,
DSM/NVG,Asset Management,0.9476,0.24388,624,,,,,,,,
EBTC/FXNC,Banks - Regional,0.8668,0.24389,624,,,,,,,,
AUB/FCF,Banks - Regional,0.97,0.24391,624,,,,,,,,
BGT/EVF,Asset Management,0.9888,0.24393,624,,,,,,,,
MUA/MVT,Asset Management,0.9573,0.24394,624,,,,,,,,
GJR/PFM,Unknown,0.9729,0.24395,624,,,,,,,,
MGYR/OPOF,Banks - Regional,0.8743,0.24395,624,,,,,,,,
CHMG/FUNC,Banks - Regional,0.916,0.24396,624,,,,,,,,
EOT/KTF,Asset Management,0.909,0.24397,624,,,,,,,,
BRKL/FMNB,Banks - Regional,0.9045,0.24397,624,,,,,,,,
MPB/WASH,Banks - Regional,0.8975,0.244,624,,,,,,,,
MGYR/MPB,Banks - Regional,0.9395,0.244,624,,,,,,,,
AOD/STK,Asset Management,0.9787,0.24401,624,,,,,,,,
JSM/VCLT,Unknown,0.9179,0.24407,624,,,,,,,,
IBCP/ORRF,Banks - Regional,0.8257,0.24413,624,,,,,,,,
CADE/FCF,Banks - Regional,0.9526,0.24421,624,,,,,,,,
CMU/MIN,Asset Management,0.8548,0.24423,624,,,,,,,,
BSRR/FBNC,Banks - Regional,0.9464,0.24427,624,,,,,,,,
BXMX/MAIN,Asset Management,0.9701,0.24427,624,,,,,,,,
BTA/NMI,Asset Management,0.9466,0.24429,624,,,,,,,,
BC/LCII,Recreational Vehicles,0.9442,0.24431,624,,,,,,,,
EVN/NPV,Asset Management,0.9077,0.24436,624,,,,,,,,
AUB/PBHC,Banks - Regional,0.9291,0.24437,624,,,,,,,,
OCFC/RVSB,Banks - Regional,0.9358,0.24437,624,,,,,,,,
PYT/SOXX,Unknown,0.8925,0.24437,624,,,,,,,,
GJP/PIO,Unknown,0.9549,0.24439,624,,,,,,,,
HPF/OIA,Asset Management,0.9671,0.24439,624,,,,,,,,
BFK/FFC,Asset Management,0.9445,0.2444,624,,,,,,,,
ETB/SPXX,Asset Management,0.9844,0.24441,624,,,,,,,,
EOT/MIY,Asset Management,0.9621,0.24441,624,,,,,,,,
MHI/NIM,Asset Management,0.8679,0.24441,624,,,,,,,,
CTBI/HTBK,Banks - Regional,0.8774,0.24443,624,,,,,,,,
HWBK/INDB,Banks - Regional,0.8903,0.24444,624,,,,,,,,
EOT/PFO,Asset Management,0.9605,0.24445,624,,,,,,,,
BTA/FMN,Asset Management,0.9512,0.24446,624,,,,,,,,
IIM/MYD,Asset Management,0.9747,0.24447,624,,,,,,,,
BKT/NAD,Asset Management,0.9576,0.24451,624,,,,,,,,
CCEC/NMM,Marine Shipping,0.8558,0.24452,624,,,,,,,,
ASB/SHBI,Banks - Regional,0.8671,0.24458,624,,,,,,,,
EBTC/ZION,Banks - Regional,0.9238,0.24459,624,,,,,,,,
CAC/CHMG,Banks - Regional,0.9411,0.24459,624,,,,,,,,
CATY/MBCN,Banks - Regional,0.9531,0.24461,624,,,,,,,,
FFIC/SHBI,Banks - Regional,0.8033,0.24464,624,,,,,,,,
ASRV/HBNC,Banks - Regional,0.8838,0.24466,624,,,,,,,,
BFK/MUE,Asset Management,0.9817,0.24469,624,,,,,,,,
OIA/VCV,Asset Management,0.958,0.24469,624,,,,,,,,
HWC/UNTY,Banks - Regional,0.9131,0.24469,624,,,,,,,,
NWE/POR,Utilities - Regulated Electric,0.9787,0.24471,624,,,,,,,,
CBSH/WSBF,Banks - Regional,0.9512,0.24474,624,,,,,,,,
GLBS/GOGL,Marine Shipping,0.9231,0.24477,624,,,,,,,,
MFM/PNF,Asset Management,0.9243,0.24477,624,,,,,,,,
WNEB/WSFS,Banks - Regional,0.8724,0.24477,624,,,,,,,,
BTA/EVN,Asset Management,0.9708,0.2448,624,,,,,,,,
NWFL/SFBC,Banks - Regional,0.9079,0.24481,624,,,,,,,,
FITB/UMBF,Banks - Regional,0.9787,0.24484,624,,,,,,,,
BTA/SBI,Asset Management,0.9446,0.24485,624,,,,,,,,
GRBK/LEN,Residential Construction,0.842,0.24485,624,,,,,,,,
BVFL/FFIN,Banks - Regional,0.9093,0.24486,624,,,,,,,,
MHN/PMM,Asset Management,0.9579,0.24488,624,,,,,,,,
AROW/CBSH,Banks - Regional,0.9546,0.24493,624,,,,,,,,
PPT/UTF,Asset Management,0.9285,0.24493,624,,,,,,,,
FFIC/WSFS,Banks - Regional,0.8321,0.24493,624,,,,,,,,
PMF/SBI,Asset Management,0.9169,0.24493,624,,,,,,,,
FMNB/SFST,Banks - Regional,0.9441,0.24496,624,,,,,,,,
FBIZ/PFIS,Banks - Regional,0.9149,0.24503,624,,,,,,,,
BKT/MHD,Asset Management,0.9509,0.24508,624,,,,,,,,
NAN/NOM,Asset Management,0.8192,0.24518,624,,,,,,,,
ACM/PWR,Engineering & Construction,0.9607,0.24519,624,,,,,,,,
BOKF/WASH,Banks - Regional,0.8021,0.24522,624,,,,,,,,
FRAF/FXNC,Banks - Regional,0.9224,0.24522,624,,,,,,,,
FMN/NUV,Asset Management,0.9641,0.24524,624,,,,,,,,
PB/SMBC,Banks - Regional,0.9333,0.24525,624,,,,,,,,
PLBC/WBS,Banks - Regional,0.8872,0.24526,624,,,,,,,,
DHF/PFL,Asset Management,0.9635,0.24527,624,,,,,,,,
BKN/NMI,Asset Management,0.9326,0.24527,624,,,,,,,,
MBWM/OPOF,Banks - Regional,0.8017,0.24528,624,,,,,,,,
MVT/PAI,Asset Management,0.9028,0.24528,624,,,,,,,,
BKN/IGI,Asset Management,0.9518,0.2453,624,,,,,,,,
IBOC/MNSB,Banks - Regional,0.8009,0.2453,624,,,,,,,,
BTA/MVT,Asset Management,0.9087,0.24533,624,,,,,,,,
ASB/SMBC,Banks - Regional,0.9208,0.24543,624,,,,,,,,
MIN/PAI,Asset Management,0.9301,0.24543,624,,,,,,,,
BANFP/IMCV,Unknown,0.9628,0.24545,624,,,,,,,,
BOTJ/TFC,Banks - Regional,0.9284,0.24549,624,,,,,,,,
OPOF/PBHC,Banks - Regional,0.8625,0.2455,624,,,,,,,,
SBCF/WBS,Banks - Regional,0.9487,0.24551,624,,,,,,,,
CFFI/HBCP,Banks - Regional,0.9273,0.24551,624,,,,,,,,
CHCO/HWBK,Banks - Regional,0.94,0.24551,624,,,,,,,,
FFBC/MBWM,Banks - Regional,0.944,0.24552,624,,,,,,,,
AROW/ATLO,Banks - Regional,0.8789,0.24555,624,,,,,,,,
MQY/MUE,Asset Management,0.9859,0.24563,624,,,,,,,,
CTBI/TSBK,Banks - Regional,0.94,0.24566,624,,,,,,,,
BOH/PFS,Banks - Regional,0.9472,0.24568,624,,,,,,,,
UCB/WTBA,Banks - Regional,0.9165,0.2457,624,,,,,,,,
HWBK/SMBK,Banks - Regional,0.9429,0.24571,624,,,,,,,,
MUA/NAN,Asset Management,0.9805,0.24571,624,,,,,,,,
HBAN/PFBC,Banks - Regional,0.9718,0.24572,624,,,,,,,,
CCNE/MPB,Banks - Regional,0.9486,0.24572,624,,,,,,,,
PB/UVSP,Banks - Regional,0.9319,0.24573,624,,,,,,,,
AFB/NUV,Asset Management,0.9781,0.24574,624,,,,,,,,
NQP/NVG,Asset Management,0.9824,0.24574,624,,,,,,,,
MCO/SPGI,Financial Data & Stock Exchanges,0.9956,0.24577,624,,,,,,,,
RCKY/SHOO,Footwear & Accessories,0.8376,0.24579,624,,,,,,,,
FCCO/TSBK,Banks - Regional,0.9672,0.24583,624,,,,,,,,
CBFV/FCBC,Banks - Regional,0.9183,0.24584,624,,,,,,,,
HBCP/HBNC,Banks - Regional,0.9364,0.24585,624,,,,,,,,
INDB/OVLY,Banks - Regional,0.8004,0.24588,624,,,,,,,,
FCCO/UVSP,Banks - Regional,0.9446,0.24588,624,,,,,,,,
CZNC/ESSA,Banks - Regional,0.8618,0.24589,624,,,,,,,,
BANFP/BND,Unknown,0.857,0.24591,624,,,,,,,,
PNI/PZC,Asset Management,0.9613,0.24593,624,,,,,,,,
FUNC/UNTY,Banks - Regional,0.9716,0.24594,624,,,,,,,,
CAPR/WINT,Biotechnology,0.8212,0.24595,624,,,,,,,,
MFM/PAI,Asset Management,0.9674,0.24595,624,,,,,,,,
CADE/HBCP,Banks - Regional,0.9431,0.24596,624,,,,,,,,
CWBC/VABK,Banks - Regional,0.9445,0.24597,624,,,,,,,,
THFF/UNB,Banks - Regional,0.8317,0.24598,624,,,,,,,,
BOH/SMBC,Banks - Regional,0.8722,0.24598,624,,,,,,,,
NAC/PAI,Asset Management,0.9511,0.246,624,,,,,,,,
BTZ/JMM,Asset Management,0.9791,0.24601,624,,,,,,,,
FNB/IBOC,Banks - Regional,0.9076,0.24607,624,,,,,,,,
BOTJ/ONB,Banks - Regional,0.8967,0.24608,624,,,,,,,,
PB/WASH,Banks - Regional,0.8585,0.24609,624,,,,,,,,
LSBK/MBWM,Banks - Regional,0.86,0.24609,624,,,,,,,,
BANC/FFIC,Banks - Regional,0.8822,0.24611,624,,,,,,,,
BOTJ/WSBF,Banks - Regional,0.9366,0.24613,624,,,,,,,,
ASRV/CMA,Banks - Regional,0.8421,0.24614,624,,,,,,,,
DCOM/UNB,Banks - Regional,0.8261,0.24615,624,,,,,,,,
DCOM/WTBA,Banks - Regional,0.922,0.24615,624,,,,,,,,
CADE/UVSP,Banks - Regional,0.9423,0.24615,624,,,,,,,,
AFB/DTF,Asset Management,0.9634,0.24618,624,,,,,,,,
BLE/PFO,Asset Management,0.9434,0.24618,624,,,,,,,,
MUA/PMM,Asset Management,0.9672,0.2462,624,,,,,,,,
MVT/NEA,Asset Management,0.9199,0.2462,624,,,,,,,,
PCN/PFL,Asset Management,0.9918,0.2462,624,,,,,,,,
FEX/SMH,Unknown,0.9462,0.24623,624,,,,,,,,
LEO/OIA,Asset Management,0.9417,0.24625,624,,,,,,,,
DJCO/PLUS,Software - Application,0.9226,0.24628,624,,,,,,,,
MGF/MYD,Asset Management,0.9101,0.24629,624,,,,,,,,
FCCO/SHBI,Banks - Regional,0.8695,0.24632,624,,,,,,,,
MCN/RJF,Asset Management,0.9621,0.24635,624,,,,,,,,
IBOC/UNTY,Banks - Regional,0.9717,0.24636,624,,,,,,,,
CZNC/FNLC,Banks - Regional,0.9573,0.24636,624,,,,,,,,
CXH/MVF,Asset Management,0.9761,0.24638,624,,,,,,,,
DCOM/HOPE,Banks - Regional,0.8697,0.2464,624,,,,,,,,
MHN/NIM,Asset Management,0.9527,0.24643,624,,,,,,,,
WABC/ZION,Banks - Regional,0.8899,0.24644,624,,,,,,,,
HBAN/ONB,Banks - Regional,0.9747,0.24648,624,,,,,,,,
SBFG/UVSP,Banks - Regional,0.9357,0.24651,624,,,,,,,,
FMY/NXP,Asset Management,0.9283,0.24652,624,,,,,,,,
NAD/PAI,Asset Management,0.9699,0.24653,624,,,,,,,,
PRGO/VTRS,Drug Manufacturers - Specialty & Generic,0.8725,0.24654,624,,,,,,,,
EVN/NCA,Asset Management,0.9783,0.24654,624,,,,,,,,
ETB/RFI,Asset Management,0.9716,0.24657,624,,,,,,,,
LSTA/ORKA,Biotechnology,0.9111,0.2466,624,,,,,,,,
AWF/PHD,Asset Management,0.9823,0.24661,624,,,,,,,,
FFIC/PPBI,Banks - Regional,0.9064,0.24664,624,,,,,,,,
EHI/JHS,Asset Management,0.9558,0.24669,624,,,,,,,,
CBSH/SBFG,Banks - Regional,0.9561,0.2467,624,,,,,,,,
MVT/NIM,Asset Management,0.9064,0.2467,624,,,,,,,,
ACWI/PRN,Unknown,0.987,0.24672,624,,,,,,,,
PFS/SHBI,Banks - Regional,0.8955,0.24672,624,,,,,,,,
IIM/VMO,Asset Management,0.9822,0.24672,624,,,,,,,,
CIF/JHI,Asset Management,0.9606,0.24673,624,,,,,,,,
NMZ/PFO,Asset Management,0.9829,0.24675,624,,,,,,,,
JHS/NMT,Asset Management,0.9503,0.24676,624,,,,,,,,
PEBK/RVSB,Banks - Regional,0.8974,0.24676,624,,,,,,,,
BLE/MFM,Asset Management,0.9723,0.24677,624,,,,,,,,
UNB/WBS,Banks - Regional,0.8837,0.24677,624,,,,,,,,
MYD/NOM,Asset Management,0.8426,0.24678,624,,,,,,,,
GDV/GOF,Asset Management,0.9834,0.2468,624,,,,,,,,
FOF/PCM,Asset Management,0.9349,0.24685,624,,,,,,,,
CZWI/WTFC,Banks - Regional,0.9256,0.24686,624,,,,,,,,
IIM/KTF,Asset Management,0.9381,0.24691,624,,,,,,,,
ETB/SOR,Asset Management,0.982,0.24691,624,,,,,,,,
LCNB/UVSP,Banks - Regional,0.9014,0.24694,624,,,,,,,,
GABC/LARK,Banks - Regional,0.9156,0.24697,624,,,,,,,,
ABCB/MPB,Banks - Regional,0.9562,0.247,624,,,,,,,,
BGY/EEA,Asset Management,0.9725,0.24701,624,,,,,,,,
BSRR/EBTC,Banks - Regional,0.9399,0.24702,624,,,,,,,,
CXH/MQY,Asset Management,0.9823,0.24702,624,,,,,,,,
PLBC/SFBC,Banks - Regional,0.9624,0.24705,624,,,,,,,,
FLC/NVG,Asset Management,0.9811,0.2471,624,,,,,,,,
SMBC/SMBK,Banks - Regional,0.9606,0.24711,624,,,,,,,,
CBFV/UCB,Banks - Regional,0.8304,0.24712,624,,,,,,,,
FLC/IGI,Asset Management,0.9682,0.24712,624,,,,,,,,
BFK/MGF,Asset Management,0.9213,0.24712,624,,,,,,,,
VGIT/VMBS,Unknown,0.983,0.24712,624,,,,,,,,
HBCP/MBWM,Banks - Regional,0.969,0.24713,624,,,,,,,,
CXH/IQI,Asset Management,0.9924,0.24713,624,,,,,,,,
EOT/FLC,Asset Management,0.952,0.24716,624,,,,,,,,
SFBC/WTFC,Banks - Regional,0.9442,0.24716,624,,,,,,,,
ATLO/SFNC,Banks - Regional,0.9163,0.24718,624,,,,,,,,
CADE/PLBC,Banks - Regional,0.8791,0.2472,624,,,,,,,,
FMNB/RVSB,Banks - Regional,0.8951,0.24721,624,,,,,,,,
HBAN/PNC,Banks - Regional,0.9753,0.24723,624,,,,,,,,
CXE/VBF,Asset Management,0.9158,0.24725,624,,,,,,,,
BKN/PFD,Asset Management,0.9664,0.24725,624,,,,,,,,
BRKL/EFSC,Banks - Regional,0.9018,0.24726,624,,,,,,,,
ACNB/FCBC,Banks - Regional,0.9758,0.24735,624,,,,,,,,
MUC/MYD,Asset Management,0.9831,0.24735,624,,,,,,,,
BHE/SANM,Electronic Components,0.8899,0.24736,624,,,,,,,,
IIM/PAI,Asset Management,0.9471,0.24739,624,,,,,,,,
BOTJ/EBMT,Banks - Regional,0.8939,0.24739,624,,,,,,,,
BOH/INDB,Banks - Regional,0.9554,0.24746,624,,,,,,,,
FULT/SHBI,Banks - Regional,0.8585,0.24747,624,,,,,,,,
JFR/JQC,Asset Management,0.9844,0.2475,624,,,,,,,,
CRL/RVTY,Diagnostics & Research,0.96,0.24751,624,,,,,,,,
ABT/STE,Medical Devices,0.9858,0.24751,624,,,,,,,,
FNLC/WTBA,Banks - Regional,0.9498,0.24754,624,,,,,,,,
NOM/VKQ,Asset Management,0.822,0.24759,624,,,,,,,,
EBTC/FRAF,Banks - Regional,0.9392,0.2476,624,,,,,,,,
MHD/PAI,Asset Management,0.935,0.24763,624,,,,,,,,
BOTJ/FLIC,Banks - Regional,0.8064,0.24764,624,,,,,,,,
SBCF/SNV,Banks - Regional,0.9139,0.24765,624,,,,,,,,
ESSA/MBWM,Banks - Regional,0.9381,0.24766,624,,,,,,,,
JCE/TY,Asset Management,0.9755,0.24768,624,,,,,,,,
FRA/PHD,Asset Management,0.9782,0.24769,624,,,,,,,,
SSB/WAL,Banks - Regional,0.8774,0.2477,624,,,,,,,,
FBNC/HBAN,Banks - Regional,0.9676,0.24773,624,,,,,,,,
CADE/CTBI,Banks - Regional,0.9531,0.24775,624,,,,,,,,
OIA/PNI,Asset Management,0.8068,0.24779,624,,,,,,,,
EGBN/LSBK,Banks - Regional,0.8027,0.24779,624,,,,,,,,
COLB/SBFG,Banks - Regional,0.8579,0.24782,624,,,,,,,,
CHMG/FBNC,Banks - Regional,0.9531,0.24783,624,,,,,,,,
BOH/BRKL,Banks - Regional,0.9477,0.24784,624,,,,,,,,
CCNE/HWBK,Banks - Regional,0.8905,0.24788,624,,,,,,,,
TRST/UNB,Banks - Regional,0.877,0.24789,624,,,,,,,,
FCF/TSBK,Banks - Regional,0.9668,0.2479,624,,,,,,,,
IPB/VGSH,Unknown,0.9371,0.24792,624,,,,,,,,
MIY/NXP,Asset Management,0.9498,0.24798,624,,,,,,,,
BCAL/PEBO,Banks - Regional,0.8917,0.24799,624,,,,,,,,
CATY/NEWT,Banks - Regional,0.8318,0.24801,624,,,,,,,,
NUW/PCQ,Asset Management,0.8458,0.24801,624,,,,,,,,
JHS/MIN,Asset Management,0.937,0.24802,624,,,,,,,,
CIVB/FNWD,Banks - Regional,0.9364,0.24803,624,,,,,,,,
LARK/SMBK,Banks - Regional,0.9071,0.24804,624,,,,,,,,
NAD/OIA,Asset Management,0.9715,0.24804,624,,,,,,,,
CHCO/MNSB,Banks - Regional,0.8307,0.24806,624,,,,,,,,
CBAN/FSFG,Banks - Regional,0.9675,0.24809,624,,,,,,,,
BDJ/ETO,Asset Management,0.9853,0.24812,624,,,,,,,,
FBIZ/SRCE,Banks - Regional,0.9209,0.24814,624,,,,,,,,
EOT/MUC,Asset Management,0.9564,0.24814,624,,,,,,,,
FCCO/PPBI,Banks - Regional,0.9028,0.24816,624,,,,,,,,
BOTJ/WAFD,Banks - Regional,0.9404,0.24816,624,,,,,,,,
NNY/PCK,Asset Management,0.8553,0.24817,624,,,,,,,,
IBOC/VABK,Banks - Regional,0.9015,0.24818,624,,,,,,,,
EOT/NQP,Asset Management,0.9574,0.24818,624,,,,,,,,
NKSH/OPOF,Banks - Regional,0.8275,0.2482,624,,,,,,,,
FT/WEA,Asset Management,0.9435,0.24823,624,,,,,,,,
FTCS/SMH,Unknown,0.9299,0.24824,624,,,,,,,,
BANFP/GJP,Unknown,0.9609,0.24826,624,,,,,,,,
MVF/NIM,Asset Management,0.9314,0.24827,624,,,,,,,,
FBNC/VABK,Banks - Regional,0.9596,0.24827,624,,,,,,,,
FFC/NXC,Asset Management,0.9713,0.24827,624,,,,,,,,
NMT/PMO,Asset Management,0.9399,0.24827,624,,,,,,,,
BKT/NMI,Asset Management,0.9293,0.24831,624,,,,,,,,
BUSE/OCFC,Banks - Regional,0.9382,0.24834,624,,,,,,,,
BOH/PBHC,Banks - Regional,0.8979,0.24836,624,,,,,,,,
MFM/MIN,Asset Management,0.8896,0.24837,624,,,,,,,,
FORM/TER,Semiconductor Equipment & Materials,0.9636,0.24839,624,,,,,,,,
MRKR/VXRT,Biotechnology,0.841,0.24841,624,,,,,,,,
FCF/IBOC,Banks - Regional,0.9574,0.24841,624,,,,,,,,
FMY/WEA,Asset Management,0.9415,0.24841,624,,,,,,,,
IIM/NRK,Asset Management,0.9772,0.24842,624,,,,,,,,
PLBC/WTBA,Banks - Regional,0.8601,0.24846,624,,,,,,,,
MGF/MIY,Asset Management,0.9357,0.24852,624,,,,,,,,
MYD/NXP,Asset Management,0.8994,0.24858,624,,,,,,,,
