Ticker Pair,Industry,Correlation,Avg P-Value,Tests Run,,LBTYA/LBTYB,Telecom Services,0.9916,0.00086,624,,Telecom Services
LKFN/SFBC,Banks - Regional,0.9459,0.24859,624,,,,,,,,
OCFC/WAFD,Banks - Regional,0.8942,0.2486,624,,,,,,,,
CBFV/MBCN,Banks - Regional,0.9057,0.24861,624,,,,,,,,
NUW/PNI,Asset Management,0.8747,0.24862,624,,,,,,,,
BSRR/SFST,Banks - Regional,0.8874,0.24863,624,,,,,,,,
FISI/WSFS,Banks - Regional,0.935,0.24871,624,,,,,,,,
SSB/WTBA,Banks - Regional,0.9096,0.24871,624,,,,,,,,
OCFC/SFBC,Banks - Regional,0.8023,0.24874,624,,,,,,,,
PMF/VCV,Asset Management,0.9225,0.24874,624,,,,,,,,
BKN/BTA,Asset Management,0.9652,0.24874,624,,,,,,,,
CAPR/MRKR,Biotechnology,0.9234,0.24874,624,,,,,,,,
DGX/DHR,Diagnostics & Research,0.9536,0.24875,624,,,,,,,,
FBIZ/GCBC,Banks - Regional,0.895,0.24881,624,,,,,,,,
HWBK/WSBC,Banks - Regional,0.843,0.24882,624,,,,,,,,
BSRR/SMBC,Banks - Regional,0.9202,0.24883,624,,,,,,,,
FHI/SAR,Asset Management,0.9335,0.24883,624,,,,,,,,
FNLC/RBCAA,Banks - Regional,0.914,0.24885,624,,,,,,,,
FMNB/PFBC,Banks - Regional,0.947,0.24885,624,,,,,,,,
ATLO/GSBC,Banks - Regional,0.8378,0.24886,624,,,,,,,,
EXG/NTRS,Asset Management,0.9164,0.24887,624,,,,,,,,
MGF/MQY,Asset Management,0.9438,0.24887,624,,,,,,,,
GSBC/SBFG,Banks - Regional,0.9558,0.2489,624,,,,,,,,
CMU/NIM,Asset Management,0.929,0.2489,624,,,,,,,,
COFS/INDB,Banks - Regional,0.8593,0.24891,624,,,,,,,,
BOKF/PEBK,Banks - Regional,0.9229,0.24891,624,,,,,,,,
MBWM/OVLY,Banks - Regional,0.9445,0.24893,624,,,,,,,,
AUB/SFST,Banks - Regional,0.9184,0.24894,624,,,,,,,,
ETO/ETY,Asset Management,0.9818,0.24896,624,,,,,,,,
FFBC/HBNC,Banks - Regional,0.9195,0.24896,624,,,,,,,,
CHMG/CWBC,Banks - Regional,0.9392,0.24897,624,,,,,,,,
LKFN/SHBI,Banks - Regional,0.8648,0.24897,624,,,,,,,,
BKN/NUV,Asset Management,0.9716,0.24897,624,,,,,,,,
CBFV/FXNC,Banks - Regional,0.8555,0.24898,624,,,,,,,,
BSRR/CWBC,Banks - Regional,0.9345,0.24899,624,,,,,,,,
EBTC/OPBK,Banks - Regional,0.9218,0.24905,624,,,,,,,,
SBFG/SSB,Banks - Regional,0.924,0.24905,624,,,,,,,,
NWFL/TSBK,Banks - Regional,0.9603,0.24906,624,,,,,,,,
VLY/WSFS,Banks - Regional,0.8209,0.24907,624,,,,,,,,
WINT/XOMA,Biotechnology,0.8367,0.24908,624,,,,,,,,
BOTJ/FHN,Banks - Regional,0.8481,0.24909,624,,,,,,,,
CCNE/HIFS,Banks - Regional,0.8794,0.2491,624,,,,,,,,
BANR/MTB,Banks - Regional,0.9635,0.24911,624,,,,,,,,
HPI/MYD,Asset Management,0.9131,0.24911,624,,,,,,,,
CARE/PEBK,Banks - Regional,0.861,0.24914,624,,,,,,,,
CADE/FRME,Banks - Regional,0.9433,0.24918,624,,,,,,,,
IIM/NOM,Asset Management,0.81,0.24919,624,,,,,,,,
BFK/DSM,Asset Management,0.9833,0.24919,624,,,,,,,,
CCNE/OPOF,Banks - Regional,0.8702,0.24925,624,,,,,,,,
MTB/RVSB,Banks - Regional,0.8476,0.2493,624,,,,,,,,
ONB/WSBC,Banks - Regional,0.8838,0.24931,624,,,,,,,,
PIE/PYT,Unknown,0.8082,0.24933,624,,,,,,,,
FCCO/ONB,Banks - Regional,0.9437,0.24934,624,,,,,,,,
CHMG/PFIS,Banks - Regional,0.9178,0.2494,624,,,,,,,,
LCNB/NFBK,Banks - Regional,0.8578,0.24942,624,,,,,,,,
FCF/UVSP,Banks - Regional,0.9524,0.24947,624,,,,,,,,
BCAL/CBAN,Banks - Regional,0.8833,0.24947,624,,,,,,,,
BTA/HPI,Asset Management,0.9619,0.24951,624,,,,,,,,
ASTH/SEM,Medical Care Facilities,0.8467,0.24953,624,,,,,,,,
GOVI/TVE,Unknown,0.9039,0.24954,624,,,,,,,,
ADI/MPWR,Semiconductors,0.9688,0.24955,624,,,,,,,,
BKT/PAI,Asset Management,0.9433,0.24956,624,,,,,,,,
AFB/MFM,Asset Management,0.9797,0.24957,624,,,,,,,,
FNB/PNFP,Banks - Regional,0.92,0.24959,624,,,,,,,,
BCAL/UMBF,Banks - Regional,0.8291,0.24959,624,,,,,,,,
ESSA/SRCE,Banks - Regional,0.9392,0.24961,624,,,,,,,,
JFR/VVR,Asset Management,0.9721,0.24963,624,,,,,,,,
CMU/VPV,Asset Management,0.954,0.24963,624,,,,,,,,
NXP/VGM,Asset Management,0.9325,0.24964,624,,,,,,,,
ENTG/NVMI,Semiconductor Equipment & Materials,0.8896,0.24966,624,,,,,,,,
PFD/VBF,Asset Management,0.961,0.24967,624,,,,,,,,
CMA/SHBI,Banks - Regional,0.9386,0.24967,624,,,,,,,,
NKSH/PBHC,Banks - Regional,0.8635,0.24968,624,,,,,,,,
CAC/PNC,Banks - Regional,0.9505,0.24968,624,,,,,,,,
NOM/VGM,Asset Management,0.8365,0.2497,624,,,,,,,,
ABCB/EBTC,Banks - Regional,0.9484,0.24978,624,,,,,,,,
FULT/RVSB,Banks - Regional,0.8278,0.24978,624,,,,,,,,
ACWI/SMH,Unknown,0.9583,0.24979,624,,,,,,,,
RFI/VPV,Asset Management,0.908,0.24981,624,,,,,,,,
OVBC/VABK,Banks - Regional,0.8711,0.24982,624,,,,,,,,
DCOM/TSBK,Banks - Regional,0.8332,0.24982,624,,,,,,,,
CADE/SMBC,Banks - Regional,0.9149,0.24984,624,,,,,,,,
BCAL/CIVB,Banks - Regional,0.907,0.24985,624,,,,,,,,
FCF/MBCN,Banks - Regional,0.9548,0.24986,624,,,,,,,,
ETO/TY,Asset Management,0.9901,0.24991,624,,,,,,,,
FUNC/IBCP,Banks - Regional,0.9625,0.24992,624,,,,,,,,
CCNE/PBHC,Banks - Regional,0.9026,0.24993,624,,,,,,,,
BN/EVT,Asset Management,0.9754,0.24995,624,,,,,,,,
LEO/MQT,Asset Management,0.9799,0.24996,624,,,,,,,,
BOKF/MBCN,Banks - Regional,0.9289,0.24997,624,,,,,,,,
GABC/WASH,Banks - Regional,0.8745,0.25001,624,,,,,,,,
FMNB/PLBC,Banks - Regional,0.9227,0.25003,624,,,,,,,,
MFM/NXC,Asset Management,0.9509,0.25004,624,,,,,,,,
NEA/NNY,Asset Management,0.9687,0.25007,624,,,,,,,,
MCR/PFD,Asset Management,0.9432,0.25009,624,,,,,,,,
BOTJ/LARK,Banks - Regional,0.9267,0.25009,624,,,,,,,,
NWFL/UBFO,Banks - Regional,0.9367,0.25014,624,,,,,,,,
VLY/WAL,Banks - Regional,0.894,0.25019,624,,,,,,,,
SMBC/WBS,Banks - Regional,0.9317,0.25019,624,,,,,,,,
FNWD/SBFG,Banks - Regional,0.8889,0.25021,624,,,,,,,,
BANC/INBK,Banks - Regional,0.8486,0.25021,624,,,,,,,,
BANR/FNLC,Banks - Regional,0.9414,0.25022,624,,,,,,,,
BUSE/HTBK,Banks - Regional,0.9594,0.25025,624,,,,,,,,
PBHC/SMBC,Banks - Regional,0.939,0.25026,624,,,,,,,,
CBSH/PBHC,Banks - Regional,0.9237,0.25028,624,,,,,,,,
CHMG/WNEB,Banks - Regional,0.842,0.25029,624,,,,,,,,
JPC/RQI,Asset Management,0.9515,0.25029,624,,,,,,,,
ASB/FCF,Banks - Regional,0.9591,0.25033,624,,,,,,,,
DCO/RTX,Aerospace & Defense,0.9077,0.25035,624,,,,,,,,
JCE/SOR,Asset Management,0.9925,0.25036,624,,,,,,,,
ESSA/FXNC,Banks - Regional,0.895,0.25037,624,,,,,,,,
HPI/NXJ,Asset Management,0.967,0.2504,624,,,,,,,,
CZNC/HIFS,Banks - Regional,0.9257,0.25042,624,,,,,,,,
HBAN/NECB,Banks - Regional,0.8263,0.25044,624,,,,,,,,
MUJ/NAN,Asset Management,0.9825,0.25044,624,,,,,,,,
FCF/FSFG,Banks - Regional,0.9358,0.25046,624,,,,,,,,
MIY/MUC,Asset Management,0.9673,0.25047,624,,,,,,,,
GVA/IESC,Engineering & Construction,0.8033,0.25048,624,,,,,,,,
MUE/SBI,Asset Management,0.9746,0.25048,624,,,,,,,,
HFWA/WSBC,Banks - Regional,0.9326,0.25052,624,,,,,,,,
BANFP/QQXT,Unknown,0.9749,0.25053,624,,,,,,,,
FNLC/USB,Banks - Regional,0.9088,0.25054,624,,,,,,,,
SBSI/USB,Banks - Regional,0.9461,0.25055,624,,,,,,,,
OVLY/WTFC,Banks - Regional,0.9246,0.25057,624,,,,,,,,
MPA/NNY,Asset Management,0.9618,0.25061,624,,,,,,,,
HPI/VPV,Asset Management,0.9451,0.25061,624,,,,,,,,
CADE/NRIM,Banks - Regional,0.8393,0.25061,624,,,,,,,,
BDJ/ETB,Asset Management,0.9824,0.25062,624,,,,,,,,
CATY/PKBK,Banks - Regional,0.9559,0.25062,624,,,,,,,,
ESSA/FULT,Banks - Regional,0.9314,0.25062,624,,,,,,,,
FORM/LRCX,Semiconductor Equipment & Materials,0.9434,0.25068,624,,,,,,,,
FRST/PBHC,Banks - Regional,0.8421,0.25068,624,,,,,,,,
HBNC/SFST,Banks - Regional,0.9597,0.25069,624,,,,,,,,
SLS/WINT,Biotechnology,0.8273,0.25071,624,,,,,,,,
PEBO/PLBC,Banks - Regional,0.9253,0.25071,624,,,,,,,,
BOTJ/MTB,Banks - Regional,0.9217,0.25072,624,,,,,,,,
EOT/MYN,Asset Management,0.9646,0.25073,624,,,,,,,,
GDO/OIA,Asset Management,0.973,0.25073,624,,,,,,,,
BCBP/CFR,Banks - Regional,0.9125,0.25074,624,,,,,,,,
FMNB/LARK,Banks - Regional,0.9105,0.25078,624,,,,,,,,
PWOD/SMBK,Banks - Regional,0.8373,0.25084,624,,,,,,,,
FULT/PFS,Banks - Regional,0.8959,0.25087,624,,,,,,,,
BCAL/CBSH,Banks - Regional,0.8726,0.25088,624,,,,,,,,
MCHP/TSM,Semiconductors,0.8615,0.25088,624,,,,,,,,
CHMG/WSBC,Banks - Regional,0.8851,0.25089,624,,,,,,,,
PFBC/WTBA,Banks - Regional,0.9048,0.25092,624,,,,,,,,
IBOC/PEBK,Banks - Regional,0.8879,0.25094,624,,,,,,,,
MVT/VBF,Asset Management,0.873,0.25094,624,,,,,,,,
CHRW/LSTR,Integrated Freight & Logistics,0.9097,0.25097,624,,,,,,,,
CAPR/GYRE,Biotechnology,0.8843,0.25098,624,,,,,,,,
DCO/KTOS,Aerospace & Defense,0.8454,0.25098,624,,,,,,,,
FMBH/WSFS,Banks - Regional,0.9476,0.25099,624,,,,,,,,
DGICA/HIG,Insurance - Property & Casualty,0.8982,0.25099,624,,,,,,,,
ESSA/FHN,Banks - Regional,0.8813,0.25102,624,,,,,,,,
PYN/PZC,Asset Management,0.9566,0.25103,624,,,,,,,,
PB/SBCF,Banks - Regional,0.9269,0.25103,624,,,,,,,,
BCAL/BCBP,Banks - Regional,0.8372,0.25104,624,,,,,,,,
MVT/PMF,Asset Management,0.9673,0.25107,624,,,,,,,,
MUE/NEA,Asset Management,0.9694,0.25108,624,,,,,,,,
DHF/EHI,Asset Management,0.9653,0.25114,624,,,,,,,,
GABC/UBCP,Banks - Regional,0.9461,0.25114,624,,,,,,,,
FOF/PCN,Asset Management,0.9684,0.25117,624,,,,,,,,
CBFV/OVLY,Banks - Regional,0.8993,0.25119,624,,,,,,,,
IBCP/MPB,Banks - Regional,0.9174,0.25123,624,,,,,,,,
EVN/PMM,Asset Management,0.9729,0.25125,624,,,,,,,,
FEX/SOXX,Unknown,0.9658,0.25125,624,,,,,,,,
EVN/VGM,Asset Management,0.9849,0.25128,624,,,,,,,,
LSBK/MGYR,Banks - Regional,0.9023,0.25129,624,,,,,,,,
NNY/VMO,Asset Management,0.9614,0.25129,624,,,,,,,,
CBAN/FISI,Banks - Regional,0.9179,0.2513,624,,,,,,,,
UVSP/WSFS,Banks - Regional,0.9636,0.25132,624,,,,,,,,
CWBC/FISI,Banks - Regional,0.9029,0.25136,624,,,,,,,,
BKN/NCA,Asset Management,0.9428,0.25137,624,,,,,,,,
IGI/RFI,Asset Management,0.8859,0.25139,624,,,,,,,,
CWBC/HBNC,Banks - Regional,0.9438,0.2514,624,,,,,,,,
AUB/HBNC,Banks - Regional,0.9518,0.25141,624,,,,,,,,
MBCN/NRIM,Banks - Regional,0.862,0.25145,624,,,,,,,,
FMNB/GABC,Banks - Regional,0.9804,0.25151,624,,,,,,,,
PBHC/PFBC,Banks - Regional,0.9223,0.25153,624,,,,,,,,
ATLO/COLB,Banks - Regional,0.9137,0.25153,624,,,,,,,,
CFFI/VABK,Banks - Regional,0.8953,0.25157,624,,,,,,,,
NKX/VGM,Asset Management,0.982,0.25158,624,,,,,,,,
CMU/MHF,Asset Management,0.9245,0.25159,624,,,,,,,,
ETB/ETY,Asset Management,0.9716,0.25159,624,,,,,,,,
CADE/EBTC,Banks - Regional,0.9127,0.25162,624,,,,,,,,
CARE/MGYR,Banks - Regional,0.8428,0.25163,624,,,,,,,,
NMZ/PMM,Asset Management,0.9844,0.25163,624,,,,,,,,
HFWA/HTBK,Banks - Regional,0.942,0.25164,624,,,,,,,,
CAC/CVBF,Banks - Regional,0.9446,0.25165,624,,,,,,,,
BKT/VGM,Asset Management,0.9663,0.25165,624,,,,,,,,
PWOD/TCBK,Banks - Regional,0.8045,0.25166,624,,,,,,,,
NXP/PMM,Asset Management,0.9669,0.25168,624,,,,,,,,
FUL/LIN,Specialty Chemicals,0.8812,0.2517,624,,,,,,,,
MQY/VCV,Asset Management,0.9784,0.25171,624,,,,,,,,
LEO/MYN,Asset Management,0.9819,0.25171,624,,,,,,,,
ATLO/CARE,Banks - Regional,0.8663,0.25172,624,,,,,,,,
PLBC/TFC,Banks - Regional,0.8254,0.25174,624,,,,,,,,
FTC/IPB,Unknown,0.9429,0.25176,624,,,,,,,,
FNB/UNTY,Banks - Regional,0.8724,0.25177,624,,,,,,,,
FTC/PYT,Unknown,0.9549,0.2518,624,,,,,,,,
BKT/MHN,Asset Management,0.9685,0.25184,624,,,,,,,,
AUB/SMBC,Banks - Regional,0.9402,0.25184,624,,,,,,,,
AVT/NSIT,Electronics & Computer Distribution,0.8232,0.25187,624,,,,,,,,
FFBC/PGC,Banks - Regional,0.9253,0.25188,624,,,,,,,,
KRNY/RVSB,Banks - Regional,0.8288,0.25189,624,,,,,,,,
CATY/CHMG,Banks - Regional,0.9577,0.25189,624,,,,,,,,
BCAL/CCNE,Banks - Regional,0.8724,0.25191,624,,,,,,,,
FLC/NXC,Asset Management,0.964,0.25192,624,,,,,,,,
BLE/NXP,Asset Management,0.8774,0.25192,624,,,,,,,,
PCM/STEW,Asset Management,0.9113,0.25193,624,,,,,,,,
CAC/UNTY,Banks - Regional,0.8999,0.25193,624,,,,,,,,
MMU/NEA,Asset Management,0.9335,0.25194,624,,,,,,,,
CBFV/FULT,Banks - Regional,0.9282,0.25195,624,,,,,,,,
FFC/NVG,Asset Management,0.9769,0.25195,624,,,,,,,,
LSBK/SHBI,Banks - Regional,0.8179,0.25196,624,,,,,,,,
BOTJ/WTFC,Banks - Regional,0.8702,0.25197,624,,,,,,,,
NBTB/NRIM,Banks - Regional,0.899,0.25198,624,,,,,,,,
IIM/NMT,Asset Management,0.9575,0.25198,624,,,,,,,,
HWC/SFBC,Banks - Regional,0.8726,0.25199,624,,,,,,,,
EVN/MPA,Asset Management,0.9813,0.25205,624,,,,,,,,
CCNE/MBWM,Banks - Regional,0.8975,0.25206,624,,,,,,,,
CZWI/SRCE,Banks - Regional,0.9425,0.25207,624,,,,,,,,
BME/EOS,Asset Management,0.9497,0.2521,624,,,,,,,,
BGT/HTGC,Asset Management,0.9778,0.2521,624,,,,,,,,
MIY/NQP,Asset Management,0.987,0.25211,624,,,,,,,,
ETB/RNP,Asset Management,0.9817,0.25217,624,,,,,,,,
BTA/DTF,Asset Management,0.902,0.25217,624,,,,,,,,
BHK/PFO,Asset Management,0.976,0.25219,624,,,,,,,,
NZF/VGM,Asset Management,0.9817,0.25219,624,,,,,,,,
HBCP/WSFS,Banks - Regional,0.9704,0.25222,624,,,,,,,,
BFZ/NCA,Asset Management,0.9687,0.25223,624,,,,,,,,
FFBC/FXNC,Banks - Regional,0.8717,0.25224,624,,,,,,,,
CMU/NUV,Asset Management,0.9503,0.25225,624,,,,,,,,
CWBC/UNB,Banks - Regional,0.8575,0.25229,624,,,,,,,,
CVBF/SFBC,Banks - Regional,0.9046,0.25232,624,,,,,,,,
NEWT/WAL,Banks - Regional,0.9039,0.25235,624,,,,,,,,
CSR/MAA,REIT - Residential,0.8599,0.25235,624,,,,,,,,
MFM/MHF,Asset Management,0.9489,0.25238,624,,,,,,,,
TVE/VGLT,Unknown,0.8641,0.25242,624,,,,,,,,
EVG/PHD,Asset Management,0.9828,0.25246,624,,,,,,,,
NBTB/PEBK,Banks - Regional,0.9365,0.25247,624,,,,,,,,
MVT/VTN,Asset Management,0.9639,0.25248,624,,,,,,,,
CVBF/PLBC,Banks - Regional,0.8482,0.25248,624,,,,,,,,
BKT/NXN,Asset Management,0.9291,0.25254,624,,,,,,,,
CAC/OCFC,Banks - Regional,0.8883,0.25255,624,,,,,,,,
FISI/SMBK,Banks - Regional,0.8863,0.25258,624,,,,,,,,
PUI/SHY,Unknown,0.9206,0.25262,624,,,,,,,,
FCBC/SFBC,Banks - Regional,0.9622,0.25262,624,,,,,,,,
COLB/CZWI,Banks - Regional,0.8458,0.25268,624,,,,,,,,
NEA/PAI,Asset Management,0.9708,0.2527,624,,,,,,,,
FNB/FULT,Banks - Regional,0.9323,0.25273,624,,,,,,,,
FFBC/FRAF,Banks - Regional,0.93,0.25279,624,,,,,,,,
CMU/VTN,Asset Management,0.9653,0.25279,624,,,,,,,,
IIM/MUA,Asset Management,0.9724,0.2528,624,,,,,,,,
MMT/NXN,Asset Management,0.9462,0.25283,624,,,,,,,,
BCAL/PPBI,Banks - Regional,0.8451,0.25284,624,,,,,,,,
HBAN/NEWT,Banks - Regional,0.8457,0.25286,624,,,,,,,,
HTBK/PGC,Banks - Regional,0.9574,0.25286,624,,,,,,,,
IIM/NNY,Asset Management,0.9695,0.25286,624,,,,,,,,
BOTJ/UNTY,Banks - Regional,0.8454,0.25288,624,,,,,,,,
CWBC/PBHC,Banks - Regional,0.9258,0.25288,624,,,,,,,,
FMNB/UNB,Banks - Regional,0.8094,0.25297,624,,,,,,,,
MVT/NXJ,Asset Management,0.8985,0.253,624,,,,,,,,
FNB/HTBK,Banks - Regional,0.8129,0.25303,624,,,,,,,,
BOTJ/SRCE,Banks - Regional,0.9068,0.25304,624,,,,,,,,
FNLC/SNV,Banks - Regional,0.9193,0.25305,624,,,,,,,,
LSBK/SBSI,Banks - Regional,0.8977,0.25305,624,,,,,,,,
BANR/MBCN,Banks - Regional,0.9317,0.25307,624,,,,,,,,
VABK/WNEB,Banks - Regional,0.8555,0.2531,624,,,,,,,,
NPV/NXC,Asset Management,0.8672,0.25318,624,,,,,,,,
ATLO/MNSB,Banks - Regional,0.8245,0.25318,624,,,,,,,,
HBNC/HIFS,Banks - Regional,0.9225,0.25321,624,,,,,,,,
CATY/HWBK,Banks - Regional,0.9394,0.25323,624,,,,,,,,
BCAL/ESSA,Banks - Regional,0.8957,0.25323,624,,,,,,,,
GABC/PFBC,Banks - Regional,0.9615,0.25325,624,,,,,,,,
BNY/LEO,Asset Management,0.9735,0.25325,624,,,,,,,,
IIM/MUC,Asset Management,0.9761,0.25326,624,,,,,,,,
DCOM/SBSI,Banks - Regional,0.891,0.25327,624,,,,,,,,
FFBC/FRST,Banks - Regional,0.8551,0.25327,624,,,,,,,,
PMM/VPV,Asset Management,0.9753,0.25331,624,,,,,,,,
COFS/PBHC,Banks - Regional,0.8371,0.25332,624,,,,,,,,
EBTC/IBOC,Banks - Regional,0.8684,0.25334,624,,,,,,,,
HPS/NZF,Asset Management,0.9469,0.25335,624,,,,,,,,
MEIP/TENX,Biotechnology,0.8019,0.25337,624,,,,,,,,
AX/SFBC,Banks - Regional,0.9513,0.25337,624,,,,,,,,
FNB/VABK,Banks - Regional,0.8193,0.25339,624,,,,,,,,
BYM/DTF,Asset Management,0.9497,0.2534,624,,,,,,,,
MTB/SMBC,Banks - Regional,0.9401,0.25341,624,,,,,,,,
KTN/ONEQ,Unknown,0.9148,0.25342,624,,,,,,,,
OVLY/PEBK,Banks - Regional,0.9088,0.25343,624,,,,,,,,
AROW/WASH,Banks - Regional,0.9366,0.25346,624,,,,,,,,
FULT/WSFS,Banks - Regional,0.9617,0.25349,624,,,,,,,,
ASRV/WBS,Banks - Regional,0.8242,0.2535,624,,,,,,,,
CAC/WAL,Banks - Regional,0.9317,0.25352,624,,,,,,,,
ADSK/PEGA,Software - Application,0.8827,0.25353,624,,,,,,,,
HWC/PKBK,Banks - Regional,0.8856,0.25353,624,,,,,,,,
MQY/PMM,Asset Management,0.9738,0.25355,624,,,,,,,,
DGX/IDXX,Diagnostics & Research,0.9336,0.25356,624,,,,,,,,
FCCO/FNB,Banks - Regional,0.8574,0.25356,624,,,,,,,,
BLE/GDO,Asset Management,0.9174,0.2536,624,,,,,,,,
JHS/JMM,Asset Management,0.9628,0.25361,624,,,,,,,,
COFS/HBCP,Banks - Regional,0.8893,0.25361,624,,,,,,,,
MGF/NQP,Asset Management,0.9437,0.25365,624,,,,,,,,
GLAD/JCE,Asset Management,0.9715,0.25368,624,,,,,,,,
NMT/NZF,Asset Management,0.9566,0.25368,624,,,,,,,,
MUA/MUE,Asset Management,0.9737,0.25368,624,,,,,,,,
PRN/SMH,Unknown,0.9792,0.25368,624,,,,,,,,
PFO/RFI,Asset Management,0.9228,0.25369,624,,,,,,,,
BANR/NRIM,Banks - Regional,0.8511,0.2537,624,,,,,,,,
LEO/PMX,Asset Management,0.9677,0.25373,624,,,,,,,,
CWBC/NWBI,Banks - Regional,0.9537,0.25375,624,,,,,,,,
FULT/PGC,Banks - Regional,0.905,0.25375,624,,,,,,,,
ANSS/CRM,Software - Application,0.9662,0.25376,624,,,,,,,,
HPI/NNY,Asset Management,0.9437,0.25382,624,,,,,,,,
HPS/MUA,Asset Management,0.9168,0.25383,624,,,,,,,,
FMNB/PEBK,Banks - Regional,0.9541,0.25384,624,,,,,,,,
BKT/MUC,Asset Management,0.968,0.25387,624,,,,,,,,
ATLO/PEBO,Banks - Regional,0.84,0.25387,624,,,,,,,,
AUB/SSBI,Banks - Regional,0.8473,0.25388,624,,,,,,,,
CCNE/INDB,Banks - Regional,0.9452,0.25393,624,,,,,,,,
OCFC/SBFG,Banks - Regional,0.8683,0.25394,624,,,,,,,,
FISI/WASH,Banks - Regional,0.9304,0.25397,624,,,,,,,,
RF/SMBK,Banks - Regional,0.9366,0.25398,624,,,,,,,,
FRAF/UNTY,Banks - Regional,0.9151,0.25398,624,,,,,,,,
INDB/MNSB,Banks - Regional,0.9376,0.25399,624,,,,,,,,
DCOM/IBCP,Banks - Regional,0.8203,0.25403,624,,,,,,,,
CAC/FBNC,Banks - Regional,0.9738,0.25404,624,,,,,,,,
JPC/OIA,Asset Management,0.9704,0.25405,624,,,,,,,,
FNB/PKBK,Banks - Regional,0.8222,0.25406,624,,,,,,,,
JMM/VLT,Asset Management,0.967,0.25406,624,,,,,,,,
BLW/GDO,Asset Management,0.9373,0.25407,624,,,,,,,,
CZWI/WTBA,Banks - Regional,0.9369,0.25408,624,,,,,,,,
HPI/IGI,Asset Management,0.9394,0.25409,624,,,,,,,,
ETB/UTF,Asset Management,0.9808,0.2541,624,,,,,,,,
EBTC/VABK,Banks - Regional,0.93,0.25411,624,,,,,,,,
ORRF/UNTY,Banks - Regional,0.8368,0.25412,624,,,,,,,,
HWC/MBCN,Banks - Regional,0.8554,0.25412,624,,,,,,,,
MIY/VMO,Asset Management,0.9787,0.25413,624,,,,,,,,
ONB/SSB,Banks - Regional,0.9347,0.25415,624,,,,,,,,
ETG/USA,Asset Management,0.9919,0.25418,624,,,,,,,,
BBH/PTF,Unknown,0.8286,0.25419,624,,,,,,,,
HBAN/HBNC,Banks - Regional,0.937,0.25421,624,,,,,,,,
SFNC/UNB,Banks - Regional,0.8721,0.25422,624,,,,,,,,
CHMG/FULT,Banks - Regional,0.9435,0.25425,624,,,,,,,,
GJS/IUSV,Unknown,0.9757,0.25425,624,,,,,,,,
BTZ/JHS,Asset Management,0.9653,0.25427,624,,,,,,,,
EFT/JQC,Asset Management,0.9753,0.25431,624,,,,,,,,
MVF/NUV,Asset Management,0.9438,0.25432,624,,,,,,,,
BOKF/VABK,Banks - Regional,0.9298,0.25434,624,,,,,,,,
NKSH/WSBC,Banks - Regional,0.9281,0.25435,624,,,,,,,,
DSX/NMM,Marine Shipping,0.8573,0.25436,624,,,,,,,,
SBI/VMO,Asset Management,0.9689,0.25439,624,,,,,,,,
PGC/SSB,Banks - Regional,0.8983,0.2544,624,,,,,,,,
SBFG/SFNC,Banks - Regional,0.8687,0.2544,624,,,,,,,,
CNOB/MPB,Banks - Regional,0.9209,0.2544,624,,,,,,,,
DSU/STK,Asset Management,0.971,0.25444,624,,,,,,,,
CBFV/FISI,Banks - Regional,0.8532,0.25444,624,,,,,,,,
FMN/NPV,Asset Management,0.8997,0.25446,624,,,,,,,,
BFZ/NOM,Asset Management,0.8022,0.25447,624,,,,,,,,
CZNC/SHBI,Banks - Regional,0.8546,0.25452,624,,,,,,,,
HIO/JMM,Asset Management,0.9577,0.25454,624,,,,,,,,
DSM/PMO,Asset Management,0.935,0.25455,624,,,,,,,,
CNS/FT,Asset Management,0.9672,0.25457,624,,,,,,,,
CHCO/INDB,Banks - Regional,0.801,0.25458,624,,,,,,,,
BOKF/LCNB,Banks - Regional,0.8853,0.25459,624,,,,,,,,
CATY/CBFV,Banks - Regional,0.9201,0.2546,624,,,,,,,,
CHMG/IBCP,Banks - Regional,0.9282,0.25462,624,,,,,,,,
BANR/CARE,Banks - Regional,0.8489,0.25465,624,,,,,,,,
PB/PLBC,Banks - Regional,0.907,0.25466,624,,,,,,,,
TRMK/USB,Banks - Regional,0.9163,0.25468,624,,,,,,,,
